id,X,Y,M,V
2800,-9.49576386390219,-166.28702575801321,48.09234283280506,0.2471335231230476
2801,-9.49576386390219,-166.28702575801321,48.09234283280506,0.2471335231230476
2802,-9.49576386390219,-166.28702575801321,48.09234283280506,0.2471335231230476
2803,-9.49576386390219,-166.28702575801321,48.09234283280506,0.2471335231230476
2804,-9.49576386390219,-166.28702575801321,48.09234283280506,0.2471335231230476
2805,-9.49576386390219,-166.28702575801321,48.09234283280506,0.2471335231230476
2806,-9.49576386390219,-166.28702575801321,48.09234283280506,0.2471335231230476
2807,-9.49576386390219,-166.28702575801321,48.09234283280506,0.2471335231230476
2808,-9.49576386390219,-166.28702575801321,48.09234283280506,0.2471335231230476
2809,-9.49576386390219,-166.28702575801321,48.09234283280506,0.2471335231230476
2810,-9.49576386390219,-166.28702575801321,48.09234283280506,0.2471335231230476
2811,-9.49576386390219,-166.28702575801321,48.09234283280506,0.2471335231230476
2812,-9.49576386390219,-166.28702575801321,48.09234283280506,0.2471335231230476
2813,-9.49576386390219,-166.28702575801321,48.09234283280506,0.2471335231230476
2814,-9.49576386390219,-166.28702575801321,48.09234283280506,0.2471335231230476
2815,-9.49576386390219,-166.28702575801321,48.09234283280506,0.2471335231230476
2816,-9.49576386390219,-166.28702575801321,48.09234283280506,0.2471335231230476
2817,-9.49576386390219,-166.28702575801321,48.09234283280506,0.2471335231230476
2818,-9.49576386390219,-166.28702575801321,48.09234283280506,0.2471335231230476
2819,-9.49576386390219,-166.28702575801321,48.09234283280506,0.2471335231230476
2820,-9.49576386390219,-166.28702575801321,48.09234283280506,0.2471335231230476
2821,-9.49576386390219,-166.28702575801321,48.09234283280506,0.2471335231230476
2822,-9.49576386390219,-166.28702575801321,48.09234283280506,0.2471335231230476
2823,-9.49576386390219,-166.28702575801321,48.09234283280506,0.2471335231230476
2824,-9.49576386390219,-166.28702575801321,48.09234283280506,0.2471335231230476
2825,-9.49576386390219,-166.28702575801321,48.09234283280506,0.2471335231230476
2826,-9.49576386390219,-166.28702575801321,48.09234283280506,0.2471335231230476
2827,-9.49576386390219,-166.28702575801321,48.09234283280506,0.2471335231230476
2828,-9.49576386390219,-166.28702575801321,48.09234283280506,0.2471335231230476
2829,-9.49576386390219,-166.28702575801321,48.09234283280506,0.2471335231230476
2830,-9.49576386390219,-166.28702575801321,48.09234283280506,0.2471335231230476
2831,-9.49576386390219,-166.28702575801321,48.09234283280506,0.2471335231230476
